Year   Moose  Wolves
 1959  665   20
 1960  755   19
 1961  831   26
 1962  935   35
 1963  991   35
 1964 1141   33
 1965 1256   40
 1966 1373   38
 1967 1438   42
 1968 1565   46
 1969 1791   54
 1970 1943   55
 1971 2246   60
 1972 2033   60
 1973 1740   55
 1974 1581   55
 1975 1394   51
 1976 1131   46
 1977  822   39
 1978  829   30
 1979  884   24
 1980  992   18
 1981 1149   17
 1982 1328   13
 1983 1527    8
 1984 1811    6
 1985 2151    5
 1986 2136    3
 1987 1989    3
 1988 1914    2
 1989 1858    2
 1990 1786    2
 1991 1675    1
 1992 1780    0
 1993 2388    0
 1994 2396    0
 1995 2190    0
 1996 2099    0
 1997 2080    0
 1998 2070    0
 1999 2118    0
 2000 1895    0
 2001 1543    0
 2002 1342    0
 2003 1248    0
 2004 1169    0
 2005 1243    0
 2006 1634    0
 2007 2004    0
 2008 2372    0
 2009 2311    0
 2010 2159    0
 2011 2118    0
 2012 2172    0
 2013 2066    0
 2014 1917    0
 2015 1710    0
 2016 1415    0
 2017 1285    0
 2018 1370    0
