Year   Moose  Wolves
 1959  592   20
 1960  608   20
 1961  581   20
 1962  590   26
 1963  608   28
 1964  572   32
 1965  555   29
 1966  568   28
 1967  549   28
 1968  559   26
 1969  593   23
 1970  579   31
 1971  621   29
 1972  563   32
 1973  583   26
 1974  583   25
 1975  588   25
 1976  575   21
 1977  606   19
 1978  625   17
 1979  683   23
 1980  724   30
 1981  658   29
 1982  629   27
 1983  609   27
 1984  584   27
 1985  568   24
 1986  618   22
 1987  669   21
 1988  737   22
 1989  765   23
 1990  751   21
 1991  832   22
 1992  904   15
 1993 1054   13
 1994 1180   16
 1995 1308   15
 1996 1533   18
 1997 1751   17
 1998 1998   17
 1999 2342   18
 2000 2283   21
 2001 2083   24
 2002 1924   22
 2003 1784   22
 2004 1558   26
 2005 1341   27
 2006 1273   25
 2007 1547   25
 2008 1752   26
 2009 1983   26
 2010 2212   26
 2011 1990   28
 2012 1811   26
 2013 1762   23
 2014 1539   21
 2015 1289   25
 2016 1201   25
 2017 1360   28
 2018 1416   26
