Year   Moose  Wolves
 1959  727   20
 1960  759   19
 1961  803   19
 1962  846   19
 1963  878   18
 1964  956   17
 1965 1048   12
 1966 1155   10
 1967 1336    9
 1968 1521   12
 1969 1805   13
 1970 2108   10
 1971 2067    8
 1972 1895   12
 1973 1810   11
 1974 1698   11
 1975 1580   10
 1976 1566   14
 1977 1884   15
 1978 2268   18
 1979 2041   20
 1980 1804   21
 1981 1746   21
 1982 1647   20
 1983 1534   24
 1984 1396   23
 1985 1712   26
 1986 1922   28
 1987 2189   36
 1988 1898   40
 1989 1650   43
 1990 1547   48
 1991 1376   44
 1992 1018   40
 1993  808   39
 1994  857   33
 1995  901   31
 1996  946   37
 1997 1016   45
 1998  960   50
 1999  874   44
 2000  850   39
 2001  720   37
 2002  705   35
 2003  643   33
 2004  631   35
 2005  576   35
 2006  509   33
 2007  447   26
 2008  441   21
 2009  411   17
 2010  419   12
 2011  430    9
 2012  475    5
 2013  543    4
 2014  620    4
 2015  736    5
 2016  860    2
 2017 1017    2
 2018 1197    2
