Year   Moose  Wolves
 1959  696   20
 1960  726   20
 1961  714   20
 1962  741   23
 1963  738   20
 1964  751   15
 1965  837   13
 1966  952   14
 1967 1087   16
 1968 1170   16
 1969 1330   15
 1970 1462   16
 1971 1695   15
 1972 1982   13
 1973 2251   13
 1974 2178   13
 1975 1972   12
 1976 1860   11
 1977 1736    9
 1978 1560    8
 1979 1353   10
 1980 1323   10
 1981 1701    9
 1982 2013    8
 1983 2289   10
 1984 2153   10
 1985 1966    9
 1986 1895    9
 1987 1914    8
 1988 1726    6
 1989 1523    5
 1990 1577    3
 1991 2050    3
 1992 2484    2
 1993 2292    1
 1994 2123    1
 1995 2060    1
 1996 2059    1
 1997 2109    0
 1998 1929    0
 1999 1665    0
 2000 1416    0
 2001 1255    0
 2002 1155    0
 2003 1225    0
 2004 1595    0
 2005 1965    0
 2006 2305    0
 2007 2218    0
 2008 2037    0
 2009 2019    0
 2010 2055    0
 2011 1938    0
 2012 1749    0
 2013 1860    0
 2014 2458    0
 2015 2371    0
 2016 2129    0
 2017 2037    0
 2018 2037    0
