Year   Moose  Wolves
 1959  669   20
 1960  648   19
 1961  639   19
 1962  686   18
 1963  696   16
 1964  727   18
 1965  788   18
 1966  849   17
 1967  974   14
 1968 1082   14
 1969 1230   12
 1970 1423    9
 1971 1698   10
 1972 2004   10
 1973 2378    8
 1974 2362    9
 1975 2180    9
 1976 2078    8
 1977 1990    7
 1978 1839    6
 1979 1676    5
 1980 1416    3
 1981 1471    3
 1982 1877    2
 1983 2315    2
 1984 2152    2
 1985 1955    2
 1986 1883    2
 1987 1848    2
 1988 1838    2
 1989 1626    2
 1990 1689    2
 1991 2153    3
 1992 1966    2
 1993 1732    1
 1994 1655    1
 1995 1641    1
 1996 1636    1
 1997 1757    1
 1998 2279    1
 1999 2095    1
 2000 1894    1
 2001 1823    1
 2002 1827    0
 2003 1860    0
 2004 1995    0
 2005 2628    0
 2006 2377    0
 2007 2176    0
 2008 2129    0
 2009 2128    0
 2010 2158    0
 2011 2154    0
 2012 1854    0
 2013 1450    0
 2014 1309    0
 2015 1215    0
 2016 1128    0
 2017 1201    0
 2018 1582    0
