Year   Moose  Wolves
 1959  703   20
 1960  798   22
 1961  904   25
 1962  992   34
 1963 1099   38
 1964 1163   41
 1965 1265   51
 1966 1366   63
 1967 1473   66
 1968 1537   66
 1969 1781   80
 1970 1721   79
 1971 1692   87
 1972 1631   81
 1973 1596   78
 1974 1726   78
 1975 1729   74
 1976 1891   79
 1977 2153   85
 1978 1861   79
 1979 1504   84
 1980 1299   74
 1981 1051   64
 1982  807   54
 1983  468   50
 1984  103   44
 1985  148   39
 1986   60   36
 1987    8   27
 1988    3   19
 1989    3   15
 1990    3    9
 1991    5    6
 1992    0    6
 1993    0    6
 1994    0    7
 1995    0    5
 1996    0    4
 1997    0    4
 1998    0    4
 1999    0    4
 2000    0    3
 2001    0    2
 2002    0    2
 2003    0    2
 2004    0    2
 2005    0    1
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
