Year   Moose  Wolves
 1959  743   20
 1960  827   23
 1961  817   28
 1962  868   31
 1963  922   31
 1964  973   32
 1965 1048   33
 1966 1126   34
 1967 1070   37
 1968 1122   46
 1969 1199   57
 1970 1160   60
 1971 1111   58
 1972 1096   52
 1973 1143   49
 1974 1203   57
 1975 1298   55
 1976 1299   61
 1977 1257   64
 1978 1262   63
 1979 1269   54
 1980 1248   48
 1981 1339   51
 1982 1358   53
 1983 1279   57
 1984 1245   57
 1985 1206   52
 1986 1284   52
 1987 1394   52
 1988 1409   51
 1989 1447   55
 1990 1582   67
 1991 1624   64
 1992 1640   70
 1993 1672   70
 1994 1528   80
 1995 1477   73
 1996 1550   68
 1997 1501   72
 1998 1477   73
 1999 1354   68
 2000 1245   59
 2001 1228   52
 2002 1257   52
 2003 1268   58
 2004 1260   55
 2005 1192   50
 2006 1155   48
 2007 1138   49
 2008 1070   49
 2009  991   45
 2010 1055   45
 2011  973   45
 2012  982   50
 2013  864   47
 2014  792   41
 2015  718   38
 2016  726   35
 2017  664   31
 2018  629   29
