Year   Moose  Wolves
 1959  503   20
 1960  540   19
 1961  520   24
 1962  564   24
 1963  585   23
 1964  588   22
 1965  586   19
 1966  642   22
 1967  693   21
 1968  706   22
 1969  753   21
 1970  816   27
 1971  860   22
 1972  896   18
 1973 1018   17
 1974 1141   19
 1975 1233   18
 1976 1390   18
 1977 1568   17
 1978 1846   15
 1979 2094   11
 1980 2465   11
 1981 2374   10
 1982 2210   13
 1983 2086   12
 1984 1951   11
 1985 1752   10
 1986 1568   12
 1987 1321   12
 1988 1244   12
 1989 1593   14
 1990 1855   16
 1991 2119   21
 1992 1927   19
 1993 1727   16
 1994 1663   16
 1995 1636   18
 1996 1392   23
 1997 1237   26
 1998 1382   26
 1999 1595   31
 2000 1776   43
 2001 1869   44
 2002 1994   42
 2003 2077   43
 2004 2197   46
 2005 2120   58
 2006 1793   60
 2007 1489   51
 2008 1212   46
 2009  985   39
 2010  745   35
 2011  590   29
 2012  436   27
 2013  467   26
 2014  440   21
 2015  466   18
 2016  460   12
 2017  490    8
 2018  549    6
