Year   Moose  Wolves
 1959  660   20
 1960  767   19
 1961  844   19
 1962  965   20
 1963 1081   23
 1964 1181   24
 1965 1384   27
 1966 1577   27
 1967 1825   27
 1968 2097   29
 1969 2432   36
 1970 2369   37
 1971 2134   36
 1972 1981   39
 1973 1812   38
 1974 1537   35
 1975 1284   31
 1976  975   27
 1977  904   23
 1978 1109   21
 1979 1282   24
 1980 1442   25
 1981 1649   23
 1982 1818   27
 1983 2065   26
 1984 2420   32
 1985 2367   37
 1986 2137   36
 1987 1965   36
 1988 1740   36
 1989 1572   36
 1990 1270   30
 1991  976   26
 1992  868   23
 1993 1079   20
 1994 1252   22
 1995 1401   27
 1996 1517   26
 1997 1632   25
 1998 1852   23
 1999 2169   20
 2000 2104   23
 2001 1855   26
 2002 1727   37
 2003 1479   40
 2004 1250   38
 2005  921   33
 2006  594   30
 2007  597   26
 2008  683   24
 2009  799   22
 2010  915   22
 2011  995   20
 2012 1096   14
 2013 1251   16
 2014 1438   19
 2015 1671   16
 2016 1968   14
 2017 2365   13
 2018 2406   12
