Year   Moose  Wolves
 1959  710   20
 1960  714   19
 1961  716   19
 1962  765   27
 1963  741   33
 1964  763   39
 1965  699   38
 1966  652   34
 1967  649   33
 1968  596   31
 1969  519   29
 1970  469   26
 1971  461   25
 1972  456   23
 1973  452   21
 1974  459   15
 1975  458   14
 1976  492   11
 1977  519   12
 1978  564   14
 1979  560   19
 1980  547   16
 1981  612   23
 1982  580   23
 1983  625   21
 1984  664   28
 1985  661   28
 1986  638   30
 1987  644   28
 1988  653   25
 1989  619   28
 1990  606   25
 1991  598   28
 1992  635   23
 1993  619   23
 1994  622   25
 1995  601   25
 1996  569   23
 1997  565   19
 1998  606   21
 1999  622   24
 2000  646   22
 2001  662   19
 2002  730   22
 2003  749   23
 2004  740   21
 2005  743   22
 2006  754   25
 2007  771   28
 2008  751   26
 2009  763   22
 2010  781   24
 2011  824   31
 2012  810   30
 2013  833   36
 2014  778   38
 2015  795   37
 2016  807   35
 2017  772   33
 2018  766   32
