Year   Moose  Wolves
 1959  729   20
 1960  832   19
 1961  945   19
 1962 1019   22
 1963 1156   29
 1964 1231   33
 1965 1348   37
 1966 1541   41
 1967 1691   42
 1968 1837   43
 1969 2052   42
 1970 2352   44
 1971 2231   44
 1972 1948   43
 1973 1735   39
 1974 1514   34
 1975 1247   32
 1976 1041   29
 1977  931   23
 1978 1173   20
 1979 1421   20
 1980 1605   20
 1981 1805   21
 1982 2025   20
 1983 2335   16
 1984 2355   16
 1985 2098   16
 1986 1926   19
 1987 1755   19
 1988 1653   17
 1989 1503   16
 1990 1556   20
 1991 1963   15
 1992 2497   11
 1993 2371   11
 1994 2161   13
 1995 2092   13
 1996 2063   13
 1997 2069   14
 1998 1843   14
 1999 1521   13
 2000 1539   12
 2001 1980   12
 2002 2434   10
 2003 2271   10
 2004 2061   11
 2005 1991    7
 2006 1990    7
 2007 2009    7
 2008 1811    9
 2009 1905    7
 2010 2516    7
 2011 2397    7
 2012 2182    6
 2013 2098    5
 2014 2049    5
 2015 2083    5
 2016 2070   11
 2017 1814   11
 2018 1871    9
