Year   Moose  Wolves
 1959  538   20
 1960  525   19
 1961  507   17
 1962  500   23
 1963  478   28
 1964  453   27
 1965  399   25
 1966  371   22
 1967  343   21
 1968  289   21
 1969  278   17
 1970  254   15
 1971  236   11
 1972  219    7
 1973  231    8
 1974  248    5
 1975  287    3
 1976  302    3
 1977  355    4
 1978  403    4
 1979  451    3
 1980  523    3
 1981  610    3
 1982  713    2
 1983  838    2
 1984  998    1
 1985 1178    1
 1986 1418    1
 1987 1705    1
 1988 2041    1
 1989 2457    0
 1990 2502    0
 1991 2344    0
 1992 2244    0
 1993 2179    0
 1994 2076    0
 1995 1914    0
 1996 1666    0
 1997 1427    0
 1998 1277    0
 1999 1371    0
 2000 1797    0
 2001 2218    0
 2002 2107    0
 2003 1926    0
 2004 1875    0
 2005 1837    0
 2006 1849    0
 2007 1694    0
 2008 1789    0
 2009 2387    0
 2010 2248    0
 2011 2048    0
 2012 1952    0
 2013 1950    0
 2014 1944    0
 2015 1945    0
 2016 2089    0
 2017 2744    0
 2018 2564    0
