Year   Moose  Wolves
 1959  709   20
 1960  824   17
 1961  935   17
 1962 1010   19
 1963 1150   19
 1964 1295   18
 1965 1466   13
 1966 1731   14
 1967 2028   15
 1968 2360   16
 1969 2304   17
 1970 2102   16
 1971 1987   17
 1972 1859   17
 1973 1727   17
 1974 1545   16
 1975 1345   15
 1976 1390   16
 1977 1781   19
 1978 2131   18
 1979 2025   18
 1980 1777   15
 1981 1696   13
 1982 1696   16
 1983 1679   21
 1984 1702   22
 1985 2170   25
 1986 2055   29
 1987 1772   30
 1988 1674   34
 1989 1579   30
 1990 1499   30
 1991 1447   30
 1992 1654   29
 1993 1994   30
 1994 2305   28
 1995 2145   23
 1996 1979   22
 1997 1970   20
 1998 2021   18
 1999 1883   19
 2000 1683   18
 2001 1707   21
 2002 2153   23
 2003 2087   28
 2004 1793   28
 2005 1690   35
 2006 1527   36
 2007 1360   36
 2008 1221   35
 2009 1263   38
 2010 1324   33
 2011 1522   28
 2012 1780   25
 2013 2004   24
 2014 2249   21
 2015 2270   20
 2016 2111   20
 2017 1959   19
 2018 1791   20
