Year   Moose  Wolves
 1959  607   20
 1960  632   21
 1961  594   20
 1962  576   19
 1963  623   23
 1964  603   22
 1965  647   21
 1966  688   22
 1967  750   22
 1968  805   27
 1969  811   27
 1970  838   26
 1971  939   26
 1972 1086   27
 1973 1101   24
 1974 1246   22
 1975 1387   23
 1976 1514   28
 1977 1621   33
 1978 1819   32
 1979 2016   41
 1980 2200   48
 1981 2038   52
 1982 1772   52
 1983 1579   51
 1984 1363   45
 1985 1069   40
 1986  830   38
 1987  643   36
 1988  610   32
 1989  639   31
 1990  577   38
 1991  501   34
 1992  487   29
 1993  477   27
 1994  490   22
 1995  488   21
 1996  437   19
 1997  414   22
 1998  417   21
 1999  381   19
 2000  412   18
 2001  441   14
 2002  463   15
 2003  507   14
 2004  521   13
 2005  530   10
 2006  606    9
 2007  662   14
 2008  699   15
 2009  746   16
 2010  814   20
 2011  832   25
 2012  838   23
 2013  919   20
 2014  970   26
 2015 1077   32
 2016 1176   37
 2017 1297   33
 2018 1419   33
