Year   Moose  Wolves
 1959  741   20
 1960  812   26
 1961  788   27
 1962  753   31
 1963  793   33
 1964  793   40
 1965  751   41
 1966  747   40
 1967  700   39
 1968  679   36
 1969  627   34
 1970  590   27
 1971  575   25
 1972  573   26
 1973  540   25
 1974  545   26
 1975  489   25
 1976  509   23
 1977  517   20
 1978  561   18
 1979  540   20
 1980  500   20
 1981  490   22
 1982  448   22
 1983  400   17
 1984  407   15
 1985  372   15
 1986  392   11
 1987  390   16
 1988  381   21
 1989  329   19
 1990  267   17
 1991  219   16
 1992  183   14
 1993  171   14
 1994  120   15
 1995   68   13
 1996   51   10
 1997   29    6
 1998   17    5
 1999   20    2
 2000   20    1
 2001   18    1
 2002   19    1
 2003   23    1
 2004   19    0
 2005   25    0
 2006   29    0
 2007   29    0
 2008   41    0
 2009   48    0
 2010   64    0
 2011   80    0
 2012  102    0
 2013  128    0
 2014  152    0
 2015  180    0
 2016  214    0
 2017  260    0
 2018  333    0
