Year   Moose  Wolves
 1959  730   20
 1960  832   22
 1961  873   19
 1962  910   19
 1963  935   16
 1964 1050   19
 1965 1143   24
 1966 1247   23
 1967 1317   27
 1968 1508   25
 1969 1732   21
 1970 1971   24
 1971 2246   22
 1972 2104   19
 1973 1945   22
 1974 1824   27
 1975 1693   25
 1976 1495   27
 1977 1264   25
 1978 1115   23
 1979 1330   22
 1980 1578   30
 1981 1686   32
 1982 1864   32
 1983 2050   36
 1984 2210   37
 1985 2161   37
 1986 1760   45
 1987 1460   41
 1988 1180   37
 1989  915   39
 1990  626   36
 1991  368   34
 1992  315   30
 1993  223   26
 1994  184   24
 1995  138   20
 1996   92   14
 1997   66   10
 1998   53    8
 1999   79    5
 2000   73    5
 2001   64    6
 2002   67    3
 2003   60    2
 2004   65    1
 2005   75    1
 2006   90    1
 2007  104    1
 2008  116    1
 2009  134    1
 2010  169    1
 2011  189    1
 2012  212    1
 2013  247    1
 2014  292    0
 2015  352    0
 2016  415    0
 2017  515    0
 2018  608    0
