Year   Moose  Wolves
 1959  659   20
 1960  682   18
 1961  707   18
 1962  728   24
 1963  727   26
 1964  772   27
 1965  758   35
 1966  747   31
 1967  773   25
 1968  795   30
 1969  796   30
 1970  873   37
 1971  836   43
 1972  772   41
 1973  685   38
 1974  606   34
 1975  567   29
 1976  483   24
 1977  494   22
 1978  467   26
 1979  428   24
 1980  449   22
 1981  474   20
 1982  453   23
 1983  437   21
 1984  397   18
 1985  412   17
 1986  432   17
 1987  408   21
 1988  405   21
 1989  399   19
 1990  418   20
 1991  411   20
 1992  377   19
 1993  383   14
 1994  397   11
 1995  416   13
 1996  417   18
 1997  432   21
 1998  435   22
 1999  453   22
 2000  410   22
 2001  396   20
 2002  358   20
 2003  311   19
 2004  287   18
 2005  254   18
 2006  210   16
 2007  166   12
 2008  127    8
 2009  104    6
 2010  102    4
 2011   91    2
 2012  102    1
 2013  109    0
 2014  128    0
 2015  157    0
 2016  193    0
 2017  228    0
 2018  270    0
