Year   Moose  Wolves
 1959  710   20
 1960  718   22
 1961  709   21
 1962  746   18
 1963  777   18
 1964  831   17
 1965  931   15
 1966 1040   14
 1967 1166   11
 1968 1343    9
 1969 1568   14
 1970 1838   12
 1971 2124    9
 1972 2146    8
 1973 2011    8
 1974 1917   13
 1975 1796   12
 1976 1602   11
 1977 1379   13
 1978 1396   11
 1979 1704   11
 1980 2068   14
 1981 2407   17
 1982 2262   17
 1983 2070   17
 1984 2018   18
 1985 1977   18
 1986 1744   15
 1987 1487   14
 1988 1489   16
 1989 1842   17
 1990 2126   15
 1991 1898   12
 1992 1709   12
 1993 1629   22
 1994 1539   23
 1995 1443   24
 1996 1407   23
 1997 1728   26
 1998 2002   30
 1999 2242   27
 2000 2011   24
 2001 1777   29
 2002 1698   30
 2003 1540   28
 2004 1264   29
 2005 1143   23
 2006 1282   21
 2007 1421   23
 2008 1540   27
 2009 1745   31
 2010 1864   41
 2011 1983   45
 2012 2111   46
 2013 1862   43
 2014 1571   57
 2015 1260   54
 2016  912   51
 2017  667   47
 2018  431   45
