Year   Moose  Wolves
 1959  615   20
 1960  623   25
 1961  646   27
 1962  609   26
 1963  583   26
 1964  562   25
 1965  606   26
 1966  601   22
 1967  631   21
 1968  622   15
 1969  675   14
 1970  738   14
 1971  834   11
 1972  933    8
 1973 1058    7
 1974 1219    5
 1975 1446    4
 1976 1723    6
 1977 2029    6
 1978 2424    6
 1979 2507    6
 1980 2347    6
 1981 2263    6
 1982 2157    5
 1983 2047    4
 1984 1861   10
 1985 1639    8
 1986 1283    8
 1987 1113   10
 1988 1133   10
 1989 1465    9
 1990 1787   11
 1991 2080   14
 1992 2423   15
 1993 2363   14
 1994 2150   13
 1995 2111   19
 1996 1832   18
 1997 1566   18
 1998 1353   19
 1999 1026   19
 2000  734   14
 2001  695   20
 2002  788   23
 2003  881   22
 2004  893   22
 2005  939   28
 2006  958   26
 2007 1010   26
 2008 1025   23
 2009 1140   30
 2010 1182   29
 2011 1311   26
 2012 1463   24
 2013 1572   26
 2014 1767   31
 2015 1959   36
 2016 2057   30
 2017 2319   27
 2018 2261   27
