Year   Moose  Wolves
 1959  622   20
 1960  659   23
 1961  714   22
 1962  738   21
 1963  766   24
 1964  766   24
 1965  824   32
 1966  835   33
 1967  907   39
 1968  915   41
 1969  973   49
 1970  951   56
 1971  854   51
 1972  828   50
 1973  685   49
 1974  653   47
 1975  505   43
 1976  425   37
 1977  329   28
 1978  233   21
 1979  212   16
 1980  186   13
 1981  178    9
 1982  158    7
 1983  160    6
 1984  157    4
 1985  169    6
 1986  157    5
 1987  176    5
 1988  183    6
 1989  196    5
 1990  204    5
 1991  232    5
 1992  248    5
 1993  266    5
 1994  309    5
 1995  347    5
 1996  379    2
 1997  439    2
 1998  507    2
 1999  604    2
 2000  728    1
 2001  869    0
 2002 1078    0
 2003 1287    0
 2004 1555    0
 2005 1859    0
 2006 2222    0
 2007 2276    0
 2008 2153    0
 2009 2073    0
 2010 2038    0
 2011 1908    0
 2012 1754    0
 2013 1540    0
 2014 1632    0
 2015 2167    0
 2016 2196    0
 2017 1974    0
 2018 1903    0
