Year   Moose  Wolves
 1959  740   20
 1960  864   22
 1961  954   27
 1962  982   32
 1963 1024   33
 1964 1087   33
 1965 1160   38
 1966 1303   45
 1967 1363   48
 1968 1489   48
 1969 1696   49
 1970 1930   48
 1971 2154   46
 1972 2080   45
 1973 1791   54
 1974 1658   54
 1975 1387   53
 1976 1116   49
 1977  886   43
 1978  798   39
 1979  671   33
 1980  753   30
 1981  790   33
 1982  810   33
 1983  875   29
 1984  925   21
 1985 1054   26
 1986 1161   22
 1987 1310   20
 1988 1561   19
 1989 1842   23
 1990 2182   26
 1991 2144   30
 1992 1982   31
 1993 1828   38
 1994 1585   36
 1995 1284   35
 1996  983   35
 1997  688   36
 1998  669   32
 1999  778   30
 2000  871   29
 2001  966   25
 2002 1079   21
 2003 1215   21
 2004 1377   19
 2005 1598   20
 2006 1877   15
 2007 2240   16
 2008 2228   13
 2009 2063   12
 2010 1969   14
 2011 1861   16
 2012 1721   18
 2013 1532   19
 2014 1529   20
 2015 1883   19
 2016 2323   18
 2017 2206   22
 2018 1957   26
