Year   Moose  Wolves
 1959  771   20
 1960  877   25
 1961  865   28
 1962  856   33
 1963  859   32
 1964  811   31
 1965  845   39
 1966  805   39
 1967  773   39
 1968  712   36
 1969  668   34
 1970  657   32
 1971  619   33
 1972  647   31
 1973  603   28
 1974  563   30
 1975  490   28
 1976  470   23
 1977  479   23
 1978  469   22
 1979  471   20
 1980  474   24
 1981  454   26
 1982  439   24
 1983  443   20
 1984  422   19
 1985  391   18
 1986  382   14
 1987  352   12
 1988  365   10
 1989  417   10
 1990  440   10
 1991  461   13
 1992  512   10
 1993  562    9
 1994  625    9
 1995  711   10
 1996  772   10
 1997  867    8
 1998 1009    8
 1999 1153    7
 2000 1355    6
 2001 1608    4
 2002 1890    4
 2003 2235    3
 2004 2218    2
 2005 2055    2
 2006 1975    2
 2007 1911    1
 2008 1798    1
 2009 1621    1
 2010 1722    1
 2011 2194    1
 2012 2108    0
 2013 1916    0
 2014 1833    0
 2015 1789    0
 2016 1721    0
 2017 1697    0
 2018 1821    0
