Year   Moose  Wolves
 1959  700   20
 1960  666   19
 1961  662   19
 1962  682   19
 1963  722   16
 1964  768   16
 1965  855   14
 1966  953   17
 1967 1012   15
 1968 1096   13
 1969 1224   21
 1970 1327   22
 1971 1417   22
 1972 1510   30
 1973 1613   34
 1974 1692   34
 1975 1813   44
 1976 1866   42
 1977 2043   40
 1978 2142   37
 1979 2075   37
 1980 1742   41
 1981 1542   36
 1982 1334   31
 1983 1154   27
 1984  980   24
 1985 1017   22
 1986 1036   17
 1987 1121   13
 1988 1235   12
 1989 1370   12
 1990 1526   12
 1991 1689   15
 1992 1957   13
 1993 2194   11
 1994 2127   12
 1995 1935   14
 1996 1817   18
 1997 1634   20
 1998 1472   19
 1999 1262   18
 2000 1153   22
 2001 1329   23
 2002 1502   22
 2003 1610   24
 2004 1836   26
 2005 2000   23
 2006 2225   28
 2007 2090   27
 2008 1838   30
 2009 1614   30
 2010 1344   31
 2011 1092   30
 2012  903   29
 2013 1001   27
 2014 1035   29
 2015 1055   24
 2016 1109   20
 2017 1248   16
 2018 1457   13
