Year   Moose  Wolves
 1959  688   20
 1960  689   24
 1961  660   25
 1962  612   25
 1963  616   24
 1964  592   27
 1965  532   32
 1966  466   28
 1967  393   24
 1968  332   20
 1969  292   18
 1970  245   20
 1971  183   18
 1972  131   14
 1973   93   12
 1974   61   10
 1975   33    8
 1976   54    5
 1977   25    2
 1978   20    2
 1979   14    2
 1980    9    2
 1981    8    1
 1982   10    0
 1983   11    0
 1984   15    0
 1985   20    0
 1986   21    0
 1987   29    0
 1988   32    0
 1989   39    0
 1990   51    0
 1991   67    0
 1992   84    0
 1993  102    0
 1994  128    0
 1995  152    0
 1996  180    0
 1997  232    0
 1998  281    0
 1999  326    0
 2000  398    0
 2001  476    0
 2002  586    0
 2003  711    0
 2004  862    0
 2005 1015    0
 2006 1253    0
 2007 1519    0
 2008 1823    0
 2009 2221    0
 2010 2322    0
 2011 2212    0
 2012 2181    0
 2013 2135    0
 2014 1998    0
 2015 1868    0
 2016 1660    0
 2017 1359    0
 2018 1207    0
