Year   Moose  Wolves
 1959  649   20
 1960  657   22
 1961  675   25
 1962  672   24
 1963  715   23
 1964  699   27
 1965  721   26
 1966  756   29
 1967  803   31
 1968  769   33
 1969  723   28
 1970  768   28
 1971  777   26
 1972  826   22
 1973  885   25
 1974  984   25
 1975 1037   23
 1976 1080   22
 1977 1185   19
 1978 1312   21
 1979 1517   16
 1980 1790   19
 1981 2086   19
 1982 2407   18
 1983 2340   16
 1984 2126   20
 1985 2033   22
 1986 1851   24
 1987 1634   27
 1988 1325   30
 1989 1068   26
 1990  960   24
 1991 1051   22
 1992 1238   21
 1993 1382   19
 1994 1526   19
 1995 1686   14
 1996 1920   12
 1997 2258   14
 1998 2176   14
 1999 1959   15
 2000 1825   14
 2001 1718   14
 2002 1536   18
 2003 1411   17
 2004 1313   17
 2005 1586   21
 2006 1875   24
 2007 2110   25
 2008 1931   29
 2009 1716   31
 2010 1647   34
 2011 1563   34
 2012 1265   31
 2013  988   29
 2014 1079   25
 2015 1180   26
 2016 1252   24
 2017 1392   28
 2018 1520   27
