Year   Moose  Wolves
 1959  655   20
 1960  671   19
 1961  664   18
 1962  681   17
 1963  725   19
 1964  764   22
 1965  827   24
 1966  856   22
 1967  942   19
 1968 1077   19
 1969 1196   15
 1970 1391   14
 1971 1585   13
 1972 1817   11
 1973 2182   10
 1974 2151    8
 1975 2020    8
 1976 1921    7
 1977 1828    6
 1978 1735    5
 1979 1578    5
 1980 1633    3
 1981 2141    3
 1982 1985    3
 1983 1820    3
 1984 1755    3
 1985 1705    3
 1986 1713    2
 1987 1823    2
 1988 2400    0
 1989 2207    0
 1990 1999    0
 1991 1922    0
 1992 1957    0
 1993 1964    0
 1994 2002    0
 1995 2146    0
 1996 2031    0
 1997 1816    0
 1998 1737    0
 1999 1705    0
 2000 1672    0
 2001 1786    0
 2002 2356    0
 2003 2240    0
 2004 2002    0
 2005 1972    0
 2006 1949    0
 2007 1928    0
 2008 1938    0
 2009 2029    0
 2010 2677    0
 2011 2502    0
 2012 2279    0
 2013 2194    0
 2014 2212    0
 2015 2237    0
 2016 2244    0
 2017 1957    0
 2018 1529    0
