Year   Moose  Wolves
 1959  737   20
 1960  834   20
 1961  872   23
 1962  923   31
 1963 1010   32
 1964 1070   37
 1965 1157   38
 1966 1215   47
 1967 1168   56
 1968 1260   53
 1969 1304   49
 1970 1323   46
 1971 1361   43
 1972 1377   38
 1973 1498   30
 1974 1696   28
 1975 1908   32
 1976 2085   31
 1977 2313   30
 1978 2198   26
 1979 1976   21
 1980 1851   24
 1981 1659   26
 1982 1379   30
 1983 1100   27
 1984  889   28
 1985  915   24
 1986 1027   21
 1987 1126   22
 1988 1267   25
 1989 1339   29
 1990 1401   33
 1991 1597   35
 1992 1793   32
 1993 2026   32
 1994 2197   36
 1995 1974   46
 1996 1674   47
 1997 1489   47
 1998 1200   44
 1999  873   38
 2000  611   31
 2001  506   30
 2002  371   22
 2003  358   21
 2004  366   19
 2005  316   20
 2006  301   12
 2007  302    8
 2008  327   11
 2009  359   11
 2010  393   10
 2011  414   16
 2012  454   16
 2013  450   16
 2014  436   19
 2015  412   19
 2016  397   16
 2017  397   17
 2018  415   18
