Year   Moose  Wolves
 1959  725   20
 1960  787   19
 1961  876   18
 1962  876   18
 1963  941   18
 1964 1040   21
 1965 1144   23
 1966 1290   27
 1967 1447   26
 1968 1550   29
 1969 1767   29
 1970 2015   29
 1971 2358   33
 1972 2209   37
 1973 1942   46
 1974 1722   53
 1975 1467   51
 1976 1115   49
 1977  832   41
 1978  426   39
 1979  225   34
 1980  130   28
 1981   48   24
 1982   18   23
 1983   10   16
 1984   12   11
 1985    8    5
 1986    9    2
 1987    7    2
 1988    4    0
 1989    4    0
 1990    4    0
 1991    5    0
 1992    5    0
 1993    5    0
 1994    5    0
 1995    8    0
 1996    8    0
 1997    8    0
 1998    8    0
 1999    8    0
 2000    6    0
 2001    6    0
 2002    6    0
 2003    5    0
 2004    7    0
 2005    8    0
 2006    8    0
 2007    8    0
 2008    9    0
 2009    9    0
 2010    9    0
 2011    9    0
 2012   10    0
 2013   12    0
 2014   13    0
 2015   13    0
 2016   12    0
 2017   14    0
 2018   14    0
