Year   Moose  Wolves
 1959  735   20
 1960  791   20
 1961  782   17
 1962  830   18
 1963  941   18
 1964  979   23
 1965 1015   20
 1966 1123   21
 1967 1265   22
 1968 1395   26
 1969 1581   25
 1970 1773   23
 1971 1996   19
 1972 2256   21
 1973 2166   30
 1974 1899   31
 1975 1788   39
 1976 1575   35
 1977 1385   34
 1978 1076   32
 1979  885   28
 1980  924   27
 1981 1009   33
 1982 1092   43
 1983 1118   43
 1984 1089   46
 1985 1070   46
 1986 1128   44
 1987 1070   47
 1988 1017   45
 1989  991   48
 1990  999   52
 1991 1013   48
 1992  979   45
 1993 1032   37
 1994 1111   33
 1995 1137   32
 1996 1178   32
 1997 1222   31
 1998 1363   34
 1999 1432   37
 2000 1566   35
 2001 1698   39
 2002 1836   49
 2003 1960   52
 2004 2049   57
 2005 2196   65
 2006 1890   81
 2007 1456   77
 2008 1186   71
 2009  858   68
 2010  565   61
 2011  611   56
 2012  431   51
 2013  262   43
 2014  133   36
 2015   64   27
 2016   46   20
 2017   62   12
 2018   25    6
