Year   Moose  Wolves
 1959  874   20
 1960 1004   21
 1961 1096   26
 1962 1182   28
 1963 1250   32
 1964 1377   34
 1965 1508   36
 1966 1591   38
 1967 1759   38
 1968 1946   41
 1969 2163   47
 1970 1943   44
 1971 1604   45
 1972 1476   42
 1973 1264   41
 1974  956   35
 1975  677   32
 1976  618   28
 1977  526   27
 1978  457   21
 1979  464   19
 1980  452   15
 1981  468   12
 1982  494    6
 1983  536    6
 1984  632    4
 1985  745    3
 1986  862    3
 1987 1054    3
 1988 1225    1
 1989 1494    1
 1990 1774    1
 1991 2147    1
 1992 2211    1
 1993 2086    1
 1994 2023    0
 1995 1978    0
 1996 1872    0
 1997 1706    0
 1998 1815    0
 1999 2345    0
 2000 2265    0
 2001 2010    0
 2002 1913    0
 2003 1906    0
 2004 1881    0
 2005 1905    0
 2006 2013    0
 2007 2590    0
 2008 2418    0
 2009 2192    0
 2010 2116    0
 2011 2157    0
 2012 2172    0
 2013 2184    0
 2014 1911    0
 2015 1554    0
 2016 1409    0
 2017 1324    0
 2018 1210    0
