Year   Moose  Wolves
 1959  565   20
 1960  630   19
 1961  624   19
 1962  661   19
 1963  719   18
 1964  764   22
 1965  837   19
 1966  965   17
 1967 1032   19
 1968 1141   19
 1969 1286   19
 1970 1518   16
 1971 1779   13
 1972 2041   14
 1973 2325   13
 1974 2373   12
 1975 2159   14
 1976 2047   15
 1977 1883   16
 1978 1717   14
 1979 1555   12
 1980 1338   11
 1981 1338    9
 1982 1718    8
 1983 2074    7
 1984 2434    6
 1985 2341    6
 1986 2155    4
 1987 2115    1
 1988 2142    0
 1989 2011    0
 1990 1772    0
 1991 1531    0
 1992 1282    0
 1993 1163    0
 1994 1231    0
 1995 1618    0
 1996 2016    0
 1997 2394    0
 1998 2349    0
 1999 2250    0
 2000 2234    0
 2001 2276    0
 2002 2165    0
 2003 1945    0
 2004 1743    0
 2005 1454    0
 2006 1303    0
 2007 1238    0
 2008 1317    0
 2009 1753    0
 2010 2219    0
 2011 2168    0
 2012 2001    0
 2013 1977    0
 2014 1975    0
 2015 1996    0
 2016 1852    0
 2017 1931    0
 2018 2516    0
