Year   Moose  Wolves
 1959  604   20
 1960  602   18
 1961  618   18
 1962  622   21
 1963  618   19
 1964  640   17
 1965  690   13
 1966  757   10
 1967  848   13
 1968  964    8
 1969 1117    8
 1970 1364    8
 1971 1607    4
 1972 1862    4
 1973 2197    4
 1974 2217    4
 1975 2054    3
 1976 1984    3
 1977 1874    2
 1978 1745    1
 1979 1616    1
 1980 1707    1
 1981 2196    1
 1982 2108    1
 1983 1895    0
 1984 1802    0
 1985 1796    0
 1986 1786    0
 1987 1799    0
 1988 1891    0
 1989 2468    0
 1990 2304    0
 1991 2132    0
 1992 2045    0
 1993 2032    0
 1994 1992    0
 1995 1979    0
 1996 1723    0
 1997 1819    0
 1998 2344    0
 1999 2240    0
 2000 2007    0
 2001 1956    0
 2002 1958    0
 2003 1933    0
 2004 1922    0
 2005 2079    0
 2006 2688    0
 2007 2527    0
 2008 2292    0
 2009 2191    0
 2010 2183    0
 2011 2166    0
 2012 2160    0
 2013 1899    0
 2014 1478    0
 2015 1321    0
 2016 1224    0
 2017 1161    0
 2018 1232    0
