Year   Moose  Wolves
 1959  705   20
 1960  732   19
 1961  782   18
 1962  826   21
 1963  869   24
 1964  875   25
 1965  860   31
 1966  867   31
 1967  848   31
 1968  817   36
 1969  785   34
 1970  813   32
 1971  749   31
 1972  713   31
 1973  666   28
 1974  725   29
 1975  732   26
 1976  775   21
 1977  824   17
 1978  855   23
 1979  864   21
 1980  921   19
 1981  990   17
 1982 1044   15
 1983 1152   14
 1984 1271   14
 1985 1466   12
 1986 1669   10
 1987 1945    9
 1988 2298   10
 1989 2312    6
 1990 2155    5
 1991 2059    5
 1992 1976    6
 1993 1816    6
 1994 1642    5
 1995 1389    8
 1996 1410    6
 1997 1808    5
 1998 2166    5
 1999 1969    4
 2000 1799    4
 2001 1719    6
 2002 1710    7
 2003 1681    8
 2004 1704   11
 2005 2109   10
 2006 1925    8
 2007 1700    8
 2008 1602    8
 2009 1489    8
 2010 1443    8
 2011 1472    7
 2012 1873   10
 2013 2222   10
 2014 2030    7
 2015 1843    5
 2016 1791    4
 2017 1805    3
 2018 1817    3
