Year   Moose  Wolves
 1959  679   20
 1960  692   27
 1961  722   28
 1962  743   34
 1963  694   36
 1964  644   38
 1965  650   39
 1966  596   35
 1967  533   33
 1968  467   31
 1969  389   29
 1970  363   24
 1971  338   21
 1972  287   15
 1973  273   11
 1974  249   12
 1975  251    9
 1976  264   10
 1977  256   10
 1978  260   10
 1979  262   10
 1980  258   13
 1981  263   13
 1982  275   11
 1983  307   10
 1984  308   10
 1985  318   13
 1986  337   12
 1987  336   11
 1988  363   10
 1989  376   10
 1990  412   11
 1991  437    9
 1992  477    8
 1993  526    9
 1994  570    9
 1995  639    9
 1996  697    8
 1997  842    5
 1998  999    5
 1999 1210    4
 2000 1428    4
 2001 1703    2
 2002 2033    2
 2003 2447    3
 2004 2512    5
 2005 2355    7
 2006 2227   11
 2007 2083   11
 2008 1925   10
 2009 1698   10
 2010 1414    9
 2011 1086    9
 2012 1098    9
 2013 1430    9
 2014 1715    8
 2015 1955    8
 2016 2257    5
 2017 2164    3
 2018 2069    2
