Year   Moose  Wolves
 1959  670   20
 1960  718   20
 1961  777   19
 1962  792   17
 1963  871   18
 1964  973   17
 1965 1042   15
 1966 1177   16
 1967 1270   18
 1968 1487   17
 1969 1691   13
 1970 1969   13
 1971 2310   10
 1972 2328    9
 1973 2137    9
 1974 2031    6
 1975 1932    6
 1976 1775    6
 1977 1590    5
 1978 1378    2
 1979 1431    1
 1980 1821    1
 1981 2264    1
 1982 2106    1
 1983 1943    1
 1984 1877    1
 1985 1900    1
 1986 1927    1
 1987 1775    1
 1988 1908    1
 1989 2410    0
 1990 2305    0
 1991 2121    0
 1992 2053    0
 1993 1999    0
 1994 2006    0
 1995 1998    0
 1996 1750    0
 1997 1851    0
 1998 2384    0
 1999 2299    0
 2000 2107    0
 2001 1990    0
 2002 1961    0
 2003 1941    0
 2004 1936    0
 2005 1691    0
 2006 1775    0
 2007 2296    0
 2008 2265    0
 2009 2040    0
 2010 1915    0
 2011 1870    0
 2012 1860    0
 2013 1844    0
 2014 1943    0
 2015 2537    0
 2016 2312    0
 2017 2133    0
 2018 2069    0
