Year   Moose  Wolves
 1959  712   20
 1960  796   23
 1961  803   27
 1962  836   27
 1963  907   27
 1964  910   31
 1965  930   28
 1966  950   26
 1967 1071   31
 1968 1203   33
 1969 1272   37
 1970 1374   40
 1971 1531   43
 1972 1638   48
 1973 1748   50
 1974 1879   57
 1975 2052   65
 1976 2174   72
 1977 1972   85
 1978 1620   87
 1979 1339   81
 1980 1049   72
 1981  707   64
 1982  254   56
 1983  359   50
 1984  188   46
 1985  119   36
 1986   72   27
 1987   37   23
 1988   48   17
 1989   36   12
 1990   48    7
 1991   25    6
 1992   12    6
 1993    6    6
 1994    8    6
 1995    6    6
 1996    8    6
 1997    1    4
 1998    1    4
 1999    0    2
 2000    0    1
 2001    0    1
 2002    0    0
 2003    0    0
 2004    0    0
 2005    0    0
 2006    0    0
 2007    0    0
 2008    0    0
 2009    0    0
 2010    0    0
 2011    0    0
 2012    0    0
 2013    0    0
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
