Year   Moose  Wolves
 1959  561   20
 1960  514   20
 1961  532   20
 1962  523   24
 1963  552   26
 1964  537   26
 1965  515   23
 1966  559   21
 1967  544   23
 1968  498   22
 1969  539   20
 1970  537   19
 1971  523   24
 1972  515   21
 1973  546   21
 1974  529   15
 1975  544   21
 1976  608   23
 1977  643   20
 1978  703   20
 1979  777   24
 1980  805   27
 1981  818   28
 1982  828   29
 1983  815   33
 1984  831   32
 1985  779   34
 1986  853   34
 1987  844   36
 1988  878   38
 1989  866   39
 1990  780   39
 1991  780   37
 1992  718   34
 1993  635   33
 1994  652   30
 1995  627   28
 1996  574   22
 1997  545   19
 1998  543   16
 1999  569   13
 2000  640   20
 2001  647   18
 2002  696   15
 2003  780   16
 2004  887   15
 2005  999   15
 2006 1090   14
 2007 1225   18
 2008 1414   18
 2009 1631   17
 2010 1850   16
 2011 2133   17
 2012 2126   20
 2013 1909   19
 2014 1779   16
 2015 1647   16
 2016 1474   16
 2017 1289   23
 2018 1186   21
