Year   Moose  Wolves
 1959  617   20
 1960  623   26
 1961  642   27
 1962  642   30
 1963  594   35
 1964  570   32
 1965  544   29
 1966  492   22
 1967  444   22
 1968  425   22
 1969  437   19
 1970  462   14
 1971  453   12
 1972  481   11
 1973  487    9
 1974  548    9
 1975  617    7
 1976  698    7
 1977  776    7
 1978  876    8
 1979 1016    8
 1980 1163    8
 1981 1326   10
 1982 1529   10
 1983 1791    8
 1984 2080    7
 1985 2451    7
 1986 2417    6
 1987 2237   12
 1988 2088   11
 1989 1922   11
 1990 1742   13
 1991 1487   12
 1992 1302   12
 1993 1232   13
 1994 1487   13
 1995 1751   12
 1996 2021   10
 1997 2238   10
 1998 2130   14
 1999 1953   14
 2000 1894   13
 2001 1746   14
 2002 1482   13
 2003 1277   13
 2004 1277   16
 2005 1489   26
 2006 1693   28
 2007 1831   33
 2008 1930   36
 2009 2090   36
 2010 2332   40
 2011 2166   48
 2012 1798   50
 2013 1533   50
 2014 1275   46
 2015 1022   40
 2016  703   37
 2017  564   34
 2018  445   29
