Year   Moose  Wolves
 1959  639   20
 1960  701   24
 1961  685   29
 1962  652   36
 1963  642   35
 1964  590   31
 1965  578   30
 1966  575   28
 1967  516   26
 1968  496   26
 1969  517   25
 1970  525   23
 1971  544   18
 1972  579   12
 1973  614   18
 1974  700   17
 1975  746   14
 1976  838   14
 1977  942   16
 1978 1027   15
 1979 1203   14
 1980 1416   13
 1981 1639   16
 1982 1881   20
 1983 2249   22
 1984 2176   21
 1985 1988   22
 1986 1845   18
 1987 1717   15
 1988 1534   16
 1989 1305   18
 1990 1290   22
 1991 1465   22
 1992 1725   24
 1993 1968   27
 1994 2211   26
 1995 1969   26
 1996 1784   32
 1997 1655   39
 1998 1400   39
 1999 1024   36
 2000  887   35
 2001  809   30
 2002  716   29
 2003  684   28
 2004  742   24
 2005  820   23
 2006  824   26
 2007  855   23
 2008  938   18
 2009 1029   18
 2010 1156   20
 2011 1290   20
 2012 1436   26
 2013 1623   28
 2014 1827   32
 2015 2014   38
 2016 2189   39
 2017 2007   43
 2018 1704   49
