Year   Moose  Wolves
 1959  566   20
 1960  629   20
 1961  619   21
 1962  657   21
 1963  692   21
 1964  761   21
 1965  835   21
 1966  927   24
 1967 1035   23
 1968 1127   19
 1969 1268   12
 1970 1467   11
 1971 1714   15
 1972 2022   14
 1973 2362   12
 1974 2306   19
 1975 2058   21
 1976 1911   24
 1977 1692   29
 1978 1416   32
 1979 1146   28
 1980  950   25
 1981 1028   25
 1982 1170   23
 1983 1264   24
 1984 1456   32
 1985 1481   30
 1986 1635   33
 1987 1788   34
 1988 1888   37
 1989 2035   40
 1990 2154   39
 1991 1940   40
 1992 1710   40
 1993 1503   56
 1994 1204   55
 1995  903   51
 1996  592   45
 1997  545   41
 1998  234   35
 1999  163   29
 2000   65   25
 2001   22   22
 2002   15   20
 2003   21   18
 2004   15    8
 2005   21    4
 2006   10    3
 2007    1    3
 2008    0    3
 2009    0    2
 2010    0    1
 2011    0    1
 2012    0    1
 2013    0    1
 2014    0    0
 2015    0    0
 2016    0    0
 2017    0    0
 2018    0    0
