Year   Moose  Wolves
 1959  584   20
 1960  612   19
 1961  617   19
 1962  632   19
 1963  684   18
 1964  772   17
 1965  831   16
 1966  907   14
 1967  985   11
 1968 1150    9
 1969 1344    8
 1970 1552    8
 1971 1779    7
 1972 2111    5
 1973 2092    4
 1974 1928    4
 1975 1841    2
 1976 1753    2
 1977 1644    1
 1978 1732    0
 1979 2258    0
 1980 2118    0
 1981 1897    0
 1982 1831    0
 1983 1810    0
 1984 1852    0
 1985 1879    0
 1986 1974    0
 1987 2605    0
 1988 2454    0
 1989 2234    0
 1990 2153    0
 1991 2121    0
 1992 2104    0
 1993 2122    0
 1994 1834    0
 1995 1411    0
 1996 1280    0
 1997 1200    0
 1998 1107    0
 1999 1192    0
 2000 1537    0
 2001 1876    0
 2002 2237    0
 2003 2161    0
 2004 2023    0
 2005 1995    0
 2006 2020    0
 2007 1888    0
 2008 1683    0
 2009 1775    0
 2010 2295    0
 2011 2194    0
 2012 1987    0
 2013 1879    0
 2014 1879    0
 2015 1852    0
 2016 1891    0
 2017 2005    0
 2018 2587    0
