Year   Moose  Wolves
 1959  704   20
 1960  737   25
 1961  708   25
 1962  722   25
 1963  724   29
 1964  729   29
 1965  760   32
 1966  736   37
 1967  691   35
 1968  616   36
 1969  606   29
 1970  530   27
 1971  470   24
 1972  452   23
 1973  452   22
 1974  409   19
 1975  427   16
 1976  388   16
 1977  408   13
 1978  404   12
 1979  447   10
 1980  454   10
 1981  516   13
 1982  572   11
 1983  632   10
 1984  680    9
 1985  751    9
 1986  819    9
 1987  946    8
 1988 1094    6
 1989 1296    5
 1990 1526    5
 1991 1811    4
 1992 2176    2
 1993 2214    1
 1994 2095    1
 1995 2021    1
 1996 1952    1
 1997 1863    1
 1998 1733    1
 1999 1844    1
 2000 2397    1
 2001 2309    1
 2002 2072    0
 2003 1961    0
 2004 1946    0
 2005 1926    0
 2006 1913    0
 2007 2022    0
 2008 2639    0
 2009 2423    0
 2010 2196    0
 2011 2096    0
 2012 2068    0
 2013 2066    0
 2014 2070    0
 2015 1759    0
 2016 1852    0
 2017 2412    0
 2018 2331    0
