Year   Moose  Wolves
 1959  760   20
 1960  810   20
 1961  805   27
 1962  777   30
 1963  822   28
 1964  829   27
 1965  840   31
 1966  879   34
 1967  895   37
 1968  946   35
 1969  970   39
 1970  993   40
 1971 1067   43
 1972 1047   49
 1973 1096   47
 1974 1007   51
 1975  918   47
 1976  880   47
 1977  773   39
 1978  730   31
 1979  742   28
 1980  735   21
 1981  785   20
 1982  812   20
 1983  905   15
 1984 1025   11
 1985 1153   10
 1986 1317   10
 1987 1537    9
 1988 1776    8
 1989 2075    8
 1990 2491    7
 1991 2464    7
 1992 2288    9
 1993 2174   10
 1994 2072    9
 1995 1913   11
 1996 1711   10
 1997 1465    8
 1998 1177   10
 1999 1190   12
 2000 1506   16
 2001 1759   14
 2002 1964   14
 2003 2288   18
 2004 2178   18
 2005 1981   15
 2006 1941   13
 2007 1737   13
 2008 1562   12
 2009 1378    8
 2010 1422    7
 2011 1793    7
 2012 2208    8
 2013 2030    7
 2014 1845    4
 2015 1772    3
 2016 1759    3
 2017 1761    5
 2018 1806    6
