Year   Moose  Wolves
 1959  596   20
 1960  623   26
 1961  606   29
 1962  529   30
 1963  475   31
 1964  462   30
 1965  438   26
 1966  444   23
 1967  395   20
 1968  360   19
 1969  342   17
 1970  331   16
 1971  326   12
 1972  294   14
 1973  284   11
 1974  290   11
 1975  291    9
 1976  322   15
 1977  311   16
 1978  288   17
 1979  279   19
 1980  260   18
 1981  215   14
 1982  203   12
 1983  197   11
 1984  194   10
 1985  178   10
 1986  158   10
 1987  144    8
 1988  132    4
 1989  136    3
 1990  154    3
 1991  158    2
 1992  168    2
 1993  199    2
 1994  225    1
 1995  265    1
 1996  313    1
 1997  354    1
 1998  423    1
 1999  501    1
 2000  590    1
 2001  727    1
 2002  879    1
 2003 1062    1
 2004 1294    1
 2005 1523    0
 2006 1882    0
 2007 2244    0
 2008 2351    0
 2009 2246    0
 2010 2156    0
 2011 2113    0
 2012 2044    0
 2013 1847    0
 2014 1692    0
 2015 1396    0
 2016 1253    0
 2017 1323    0
 2018 1748    0
