Year   Moose  Wolves
 1959  711   20
 1960  697   24
 1961  701   26
 1962  734   28
 1963  679   29
 1964  665   31
 1965  617   33
 1966  594   31
 1967  615   29
 1968  577   24
 1969  607   26
 1970  612   32
 1971  584   30
 1972  562   27
 1973  518   21
 1974  479   20
 1975  453   21
 1976  447   20
 1977  390   18
 1978  373   17
 1979  388   15
 1980  384   11
 1981  422   12
 1982  445   11
 1983  452    8
 1984  536   12
 1985  548   12
 1986  562   11
 1987  577   10
 1988  619    9
 1989  718   11
 1990  813   11
 1991  925   16
 1992  992   14
 1993 1129   11
 1994 1284   11
 1995 1463    7
 1996 1707    7
 1997 2013    9
 1998 2326   12
 1999 2291   12
 2000 2056   13
 2001 1951   15
 2002 1788   16
 2003 1598   15
 2004 1353   18
 2005 1308   16
 2006 1575   15
 2007 1831   14
 2008 2131   16
 2009 1948   16
 2010 1744   13
 2011 1683   11
 2012 1663    9
 2013 1530    8
 2014 1545    9
 2015 1957    5
 2016 2416    4
 2017 2202    3
 2018 2047    3
