Year   Moose  Wolves
 1959  580   20
 1960  638   20
 1961  688   20
 1962  692   28
 1963  685   34
 1964  636   34
 1965  620   35
 1966  558   31
 1967  535   27
 1968  504   28
 1969  509   28
 1970  456   26
 1971  394   26
 1972  323   22
 1973  319   17
 1974  272   14
 1975  251   12
 1976  214   11
 1977  189   11
 1978  159   10
 1979  150    7
 1980  155    6
 1981  156    6
 1982  155    6
 1983  146    6
 1984  149    6
 1985  152    6
 1986  143    6
 1987  147    6
 1988  145    5
 1989  146    4
 1990  147    4
 1991  142    5
 1992  140    5
 1993  141    6
 1994  140    7
 1995  141    7
 1996  146    5
 1997  151    5
 1998  163    4
 1999  181    4
 2000  201    5
 2001  218    5
 2002  246    5
 2003  241    4
 2004  259    7
 2005  264    6
 2006  277    4
 2007  306    4
 2008  343    4
 2009  396    3
 2010  442    3
 2011  523    3
 2012  599    3
 2013  694    2
 2014  807    2
 2015  969    1
 2016 1133    0
 2017 1338    0
 2018 1592    0
