Year   Moose  Wolves
 1959  658   20
 1960  717   20
 1961  731   20
 1962  810   22
 1963  850   23
 1964  922   19
 1965  973   18
 1966 1076   20
 1967 1222   17
 1968 1362   13
 1969 1566   13
 1970 1808   13
 1971 2095   13
 1972 2393   15
 1973 2373   13
 1974 2152   12
 1975 2014   11
 1976 1850   15
 1977 1670   15
 1978 1447   14
 1979 1207   13
 1980 1171   15
 1981 1402   14
 1982 1689   11
 1983 1915   13
 1984 2148   15
 1985 1990   17
 1986 1825   19
 1987 1728   21
 1988 1508   21
 1989 1240   21
 1990 1174   24
 1991 1266   26
 1992 1431   35
 1993 1583   41
 1994 1722   48
 1995 1848   49
 1996 2010   51
 1997 2098   49
 1998 2208   41
 1999 2008   42
 2000 1729   42
 2001 1537   45
 2002 1230   44
 2003  993   30
 2004  756   22
 2005  847   21
 2006  931   24
 2007 1061   31
 2008 1124   37
 2009 1192   37
 2010 1213   40
 2011 1221   47
 2012 1266   43
 2013 1413   39
 2014 1561   37
 2015 1733   44
 2016 1950   40
 2017 2090   37
 2018 2280   28
