Year   Moose  Wolves
 1959  699   20
 1960  783   18
 1961  872   17
 1962  885   19
 1963  922   19
 1964 1005   24
 1965 1111   21
 1966 1253   22
 1967 1401   23
 1968 1549   26
 1969 1735   24
 1970 1992   23
 1971 2245   27
 1972 2107   35
 1973 1859   32
 1974 1679   30
 1975 1465   30
 1976 1187   26
 1977  932   20
 1978  840   17
 1979  962   15
 1980 1076   15
 1981 1219   16
 1982 1377   17
 1983 1498   20
 1984 1700   22
 1985 1875   22
 1986 2175   25
 1987 2054   30
 1988 1821   30
 1989 1635   33
 1990 1419   30
 1991 1195   31
 1992 1088   28
 1993 1166   24
 1994 1251   19
 1995 1480   20
 1996 1625   17
 1997 1810   15
 1998 2042    9
 1999 2350    9
 2000 2274   10
 2001 2054   12
 2002 1854   12
 2003 1712   12
 2004 1547   13
 2005 1361   18
 2006 1373   22
 2007 1683   30
 2008 1948   30
 2009 2194   30
 2010 1955   31
 2011 1716   29
 2012 1619   29
 2013 1564   25
 2014 1293   25
 2015 1100   22
 2016 1271   20
 2017 1506   23
 2018 1702   21
