Year   Moose  Wolves
 1959  566   20
 1960  616   22
 1961  631   24
 1962  610   24
 1963  568   23
 1964  545   28
 1965  572   29
 1966  574   25
 1967  573   22
 1968  605   21
 1969  639   24
 1970  667   26
 1971  637   25
 1972  677   27
 1973  659   26
 1974  635   28
 1975  673   27
 1976  739   22
 1977  760   25
 1978  761   31
 1979  837   36
 1980  801   36
 1981  847   38
 1982  822   36
 1983  747   39
 1984  678   36
 1985  663   33
 1986  580   33
 1987  607   28
 1988  608   29
 1989  539   28
 1990  486   25
 1991  469   20
 1992  462   21
 1993  457   18
 1994  404   19
 1995  433   17
 1996  407   15
 1997  429   15
 1998  397   15
 1999  379   14
 2000  400   15
 2001  388   14
 2002  371   14
 2003  395   17
 2004  360   20
 2005  353   17
 2006  324   16
 2007  267   16
 2008  234   20
 2009  189   20
 2010  125   17
 2011   89   17
 2012   38   13
 2013   17   12
 2014   25   10
 2015    7    8
 2016    0    7
 2017    0    6
 2018    0    5
