Year   Moose  Wolves
 1959  847   20
 1960  962   19
 1961 1051   20
 1962 1130   19
 1963 1252   18
 1964 1455   20
 1965 1604   19
 1966 1830   17
 1967 2119   18
 1968 2034   17
 1969 1806   15
 1970 1690   15
 1971 1575   15
 1972 1374   19
 1973 1346   21
 1974 1628   28
 1975 1895   35
 1976 2162   40
 1977 1855   43
 1978 1613   41
 1979 1549   38
 1980 1356   33
 1981 1173   32
 1982  916   30
 1983  827   24
 1984  872   19
 1985  964   20
 1986 1070   21
 1987 1106   24
 1988 1167   24
 1989 1218   27
 1990 1317   29
 1991 1370   41
 1992 1415   41
 1993 1578   46
 1994 1613   46
 1995 1695   52
 1996 1894   54
 1997 2046   57
 1998 2286   53
 1999 2141   60
 2000 1783   56
 2001 1634   51
 2002 1290   43
 2003  967   37
 2004  655   34
 2005  451   33
 2006  170   20
 2007  110   14
 2008   78    9
 2009   58   10
 2010   42    5
 2011   29    3
 2012   27    3
 2013   22    3
 2014    8    2
 2015    6    2
 2016    3    1
 2017    3    1
 2018    1    1
