Year   Moose  Wolves
 1959  684   20
 1960  724   19
 1961  761   19
 1962  811   20
 1963  883   27
 1964  934   26
 1965  940   22
 1966 1077   20
 1967 1180   26
 1968 1205   22
 1969 1299   18
 1970 1478   22
 1971 1625   23
 1972 1809   27
 1973 1990   30
 1974 2314   28
 1975 2149   27
 1976 1887   27
 1977 1688   26
 1978 1529   21
 1979 1312   24
 1980 1112   22
 1981 1066   22
 1982 1161   26
 1983 1345   24
 1984 1499   20
 1985 1672   20
 1986 1887   26
 1987 2140   22
 1988 2125   19
 1989 1919   29
 1990 1741   31
 1991 1537   29
 1992 1277   28
 1993 1101   26
 1994  946   24
 1995 1118   21
 1996 1323   21
 1997 1479   20
 1998 1689   25
 1999 1855   24
 2000 2057   18
 2001 2335   12
 2002 2292   14
 2003 2009   11
 2004 1883   10
 2005 1747    9
 2006 1623    8
 2007 1489    8
 2008 1499    7
 2009 1920    4
 2010 2334    4
 2011 2161    3
 2012 1959    3
 2013 1884    1
 2014 1917    0
 2015 1966    0
 2016 1830    0
 2017 1955    0
 2018 2580    0
