Year   Moose  Wolves
 1959  699   20
 1960  756   19
 1961  763   19
 1962  822   20
 1963  832   17
 1964  890   15
 1965  934   24
 1966  994   21
 1967 1085   19
 1968 1152   20
 1969 1293   21
 1970 1365   31
 1971 1380   33
 1972 1492   31
 1973 1693   32
 1974 1929   32
 1975 2201   44
 1976 1974   40
 1977 1671   48
 1978 1484   52
 1979 1262   46
 1980  944   44
 1981  631   43
 1982  636   37
 1983  564   32
 1984  543   28
 1985  500   26
 1986  475   25
 1987  434   23
 1988  452   19
 1989  474   17
 1990  470   12
 1991  520   10
 1992  588    6
 1993  671    8
 1994  759    8
 1995  863   11
 1996  939    9
 1997 1054    7
 1998 1215    9
 1999 1368    9
 2000 1601    9
 2001 1864    9
 2002 2155    7
 2003 2135    7
 2004 1971    9
 2005 1840   11
 2006 1748    8
 2007 1637    7
 2008 1482   12
 2009 1479   14
 2010 1770   14
 2011 2069   15
 2012 2328   18
 2013 2101   18
 2014 1868   17
 2015 1757   17
 2016 1681   15
 2017 1411   13
 2018 1157   16
