Year   Moose  Wolves
 1959  585   20
 1960  570   28
 1961  485   32
 1962  413   32
 1963  396   30
 1964  382   29
 1965  325   26
 1966  330   22
 1967  261   19
 1968  217   16
 1969  184   12
 1970  166   12
 1971  135    8
 1972  134    7
 1973  116    6
 1974  100    4
 1975   89    3
 1976   92    1
 1977  105    1
 1978  124    1
 1979  140    1
 1980  159    1
 1981  196    1
 1982  227    1
 1983  268    1
 1984  322    0
 1985  376    0
 1986  476    0
 1987  596    0
 1988  727    0
 1989  862    0
 1990 1068    0
 1991 1303    0
 1992 1546    0
 1993 1879    0
 1994 2302    0
 1995 2377    0
 1996 2276    0
 1997 2160    0
 1998 2072    0
 1999 2000    0
 2000 1827    0
 2001 1615    0
 2002 1369    0
 2003 1451    0
 2004 1894    0
 2005 2331    0
 2006 2178    0
 2007 1987    0
 2008 1939    0
 2009 1924    0
 2010 1925    0
 2011 1762    0
 2012 1851    0
 2013 2433    0
 2014 2340    0
 2015 2095    0
 2016 1984    0
 2017 1964    0
 2018 1972    0
