Year   Moose  Wolves
 1959  553   20
 1960  574   20
 1961  576   20
 1962  560   21
 1963  532   27
 1964  510   24
 1965  556   23
 1966  579   25
 1967  588   22
 1968  574   19
 1969  576   16
 1970  639   16
 1971  651   13
 1972  711   13
 1973  800   15
 1974  861   16
 1975  967   17
 1976 1067   21
 1977 1215   16
 1978 1372   16
 1979 1598   22
 1980 1806   20
 1981 2068   18
 1982 2407   24
 1983 2303   20
 1984 2064   21
 1985 1895   21
 1986 1687   25
 1987 1400   24
 1988 1106   20
 1989 1027   21
 1990 1114   21
 1991 1225   21
 1992 1322   23
 1993 1524   26
 1994 1668   31
 1995 1766   32
 1996 1953   33
 1997 2131   32
 1998 1911   38
 1999 1613   43
 2000 1369   46
 2001 1119   44
 2002  888   43
 2003  606   37
 2004  591   34
 2005  555   28
 2006  577   27
 2007  624   28
 2008  614   27
 2009  565   30
 2010  614   25
 2011  612   22
 2012  659   19
 2013  735   16
 2014  840   19
 2015  921   21
 2016 1047   32
 2017 1097   31
 2018 1141   26
