Year   Moose  Wolves
 1959  558   20
 1960  573   23
 1961  573   23
 1962  561   23
 1963  579   23
 1964  573   26
 1965  538   26
 1966  505   29
 1967  466   24
 1968  442   23
 1969  402   20
 1970  363   18
 1971  357   17
 1972  322   18
 1973  326   15
 1974  308   12
 1975  299   11
 1976  320    6
 1977  361    5
 1978  398    4
 1979  463    3
 1980  520    3
 1981  599    2
 1982  702    2
 1983  826    1
 1984  992    1
 1985 1215    1
 1986 1435    1
 1987 1711    1
 1988 2057    0
 1989 2512    0
 1990 2551    0
 1991 2415    0
 1992 2368    0
 1993 2361    0
 1994 2235    0
 1995 2068    0
 1996 1865    0
 1997 1542    0
 1998 1398    0
 1999 1315    0
 2000 1399    0
 2001 1800    0
 2002 2215    0
 2003 2123    0
 2004 1967    0
 2005 1895    0
 2006 1913    0
 2007 1954    0
 2008 1784    0
 2009 1887    0
 2010 2404    0
 2011 2192    0
 2012 1986    0
 2013 1908    0
 2014 1881    0
 2015 1865    0
 2016 1870    0
 2017 1961    0
 2018 2572    0
